Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Amount,Class
15,0.3935720111545927,1.470144689882435,-0.012195566593894366,-1.146440320505189,0.10242866407800864,3.3702010857573113,2.255115636310378,2.073664175433755,0.21386223282894956,1.1709233344042038,1.1039574431598982,-2.0693196657783584,-0.7461360206959045,2.3807661577819257,-1.066859841662305,-1.0948634923668525,-1.5147879094124383,-2.32974949075164,4.265692347024559,-0.896084697880049,1.3171408129238018,-0.3702140306079106,-0.905890920665397,5.006920265441113,0.5273547467523633,-0.09515935148561522,0.7433253984754585,1.0908104493775306,0.029457756526983125,28.12,0
16,0.3072039458978721,1.7360734222604397,0.047514634761288484,0.2198298469860549,2.2785173159559986,2.116164072002132,-0.6834221960668916,-1.170435757497502,0.5003332073206254,1.2562411040499806,0.8130204248794476,-1.5775136439645052,-0.9604169204092289,-0.4565018047739116,-0.7746013478853117,-0.9938252888572712,2.123755968829699,-1.2006675935576636,-2.07311447114747,1.5651034055742439,-1.7213119237991636,-0.7672725723599824,-1.5691769651270762,-4.312193476937569,-0.21438893197677833,0.04420617488045252,1.1256793594995704,-5.054749761146388,-0.6742286571607282,119.25,0
17,-0.2812936526695694,2.674129249516173,-1.2125219470836786,1.8060178120138033,0.06301765889922856,9.577834159221121,1.4750874260922164,0.20650562514583037,0.199982199863687,1.845019816361254,-2.1914862150553187,5.317438610124361,0.4113602775697078,-1.03003673222278,0.9574098452321899,-1.2243997732210297,0.5657264002614065,2.210228464092222,2.7978605333276634,-0.4396161530170061,-0.08247250842880194,0.08922828687474911,7.4215716267146075,2.1730493272754248,0.5236847413791645,-0.11853423402886418,2.8173334448935616,2.4328136319662867,4.243234316765132,40.07,0
18,-0.7837601693701695,-1.7026772535392882,-1.0366241611867317,-1.386288032130992,-0.06645212366792694,-4.851772263043979,3.528694599653071,0.49668561930448013,-0.7760573868428163,2.080849893004835,-0.4555612841737987,-0.2610300425160193,0.7376592548635927,0.37274924267693843,0.11953513030490291,-0.6071467087272591,-2.880755138186265,-2.912022628915982,0.9045555189899535,0.11586677940108789,0.9484919624422802,-0.6671987984941122,-1.5841214696008081,0.9563388539717032,-1.2688487805472792,1.164034397248306,1.2695188560680846,-5.433446097755551,-2.7275615012403476,180.41,0
19,1.232918586677483,-1.9359417574391644,-1.14820729197171,1.9402124711486244,0.5251129428858157,-1.3576158731293029,0.42407541074116606,-0.24132138793785318,-0.8753235675910453,1.1215690222160248,0.48102130773636975,3.6403640166560636,1.8387545009121138,0.5226316489840382,0.07280179436230931,1.710808544114316,2.3766487773345077,1.5397748324447282,-0.2881989715274773,1.6056901078208434,-3.2278922718537353,-0.2889772582661584,-3.2368657454964467,-1.8656688037015148,1.0419126041774782,-0.33674303004789563,-0.13675278552783487,-5.369586286616607,-0.05259813575364913,69.01,0
20,1.862886899544819,-1.3041950719298072,0.5056925012974529,-0.9237988415590644,0.22556201710241766,7.346141839718079,-1.1920572332992676,0.44686011639600887,-0.16404718814820396,-0.04541242401337886,1.9933851984506297,-0.5762960367331271,2.195973052895957,-0.11476335246409819,-1.2368931875707139,-0.05189738682101813,0.10723459005782632,2.26491315855116,0.5414340018439989,-0.1948928116726721,1.8950576796329828,0.23266009197441945,7.3186076680739385,1.0283561238437422,0.4652382172144937,0.9844850024346564,0.6618968728135944,0.07579576386942513,3.0579485784944445,52.82,0
21,0.36997921388074695,2.2848685121353136,0.792961605445475,-0.03728675360643352,0.9846557981376103,3.4919140739697565,-1.674051214680927,-0.6168553331035774,-0.17537968432098058,0.7651331763474986,1.0536423191310935,-3.2231895614080397,0.5690295372597589,0.5743380860492403,1.2103238499415532,-0.3737208704904336,0.4017643704943165,-1.2464191273410183,-1.2898159819716715,0.13152273007815657,0.7504315502978888,0.8467223387708436,0.13397389349793812,-1.3276756675405343,0.7838234057466584,-0.8040129979542465,0.1471615490040168,0.9316335990179899,-0.677350994669709,6.71,0
22,-0.5605573450943682,-1.0016187192686243,-1.243358737609354,0.8160073872754313,0.11704103558126315,-0.438091043392567,0.18338888680563847,0.1253909718067383,-1.7993566812164734,-0.6016625013098208,0.7220081757659332,2.612232203126209,0.08004126921526018,0.534181227055858,0.8265839651372482,1.3747979700547797,1.3889389527001363,5.499039507547001,2.432845017657828,1.32240432481173,-0.9659124542419774,-0.6081535516204094,-0.7602523361229304,0.9866830625017844,0.2438269266167647,1.6941757581910564,-2.981965638558272,4.486593140046541,-0.3772733572737229,221.7,0
23,-0.7499695279726564,-2.7030335599484743,0.2277091184759583,0.5891420545472246,1.519378182951953,1.0374715464547066,-1.3150653891338557,-2.3850087979709786,-0.1193093118030249,-0.2356247552266434,1.2597622980189547,0.9778833046511451,-0.734004994289151,0.6060821631720904,1.5749343137890586,-0.9810872632946813,2.674284721668773,-1.2047118892331494,-0.14183837760360296,0.9973392257590772,-2.1328154608373944,-0.18110956240450954,-1.7018053586955837,-0.6202710753612193,0.7300800925375974,-0.8472699442196283,0.7669718615399542,-6.6493306531534495,1.3036870945969943,56.46,0
24,-1.367871776945431,-1.5260264420521457,-0.7321389019707383,-0.8466215201315778,-1.779823175323434,-5.072900232272149,4.052806211367486,-0.9483541066216746,-0.1714457434567751,1.9800134803970777,-0.5274485165364643,1.2027860976529716,1.6630313782118475,-1.9025741916762966,-0.6411124275444524,-1.4946702201942292,-1.7643491776936657,-1.9702267004769327,1.8739701629597574,0.4098087996495947,-0.4654955537879327,-0.8092759193872399,-3.4018824517110073,-1.316534202555576,0.2143522082769957,-0.6221409545721348,0.10217928125140874,-5.325279062231213,-3.06871892449355,23.6,0
25,2.096161276050951,0.24648968253126302,0.9790358254675168,-0.5884956937957201,-1.865839755203436,1.583099006138054,0.3524823087224539,0.08434103219821125,-0.1858056100997783,2.1048615220884064,0.3774498977510753,0.026729050243853504,-0.6431539972011118,-2.074501315425701,-0.06068543320192063,-0.9086522819154584,0.0624926768798999,-1.188212749810315,0.286078084516589,-1.2265605799019654,-0.6454521701425229,0.8494562551043311,0.49543959933013326,-1.499177003056368,0.028468940438410424,-0.47869638100794565,-0.3386624508736792,-3.525792031076746,-0.6925118386996808,32.74,0
26,0.18714748687733387,-0.24108840292097378,0.826834717872908,-2.7164100411624146,0.07846389344841469,-8.501741897019867,3.4886620011171625,1.5349462740315112,1.7845107677245104,-0.4580477401658817,-1.2182481417749251,-1.0516824107229918,0.41882668570450926,-1.8884338208257285,0.24620822775401915,2.0139300303898144,-1.8728915560540893,-0.18847848802842093,-2.520404847808949,-0.7513801233865582,0.43607835190705985,0.4955050980952219,-0.9106058619523918,0.3484868504426514,0.5381325493534344,-0.24565335212553394,-3.235393370171747,-0.47450948401793347,1.4072406154871802,138.88,0
27,1.2194310829547725,0.8291585208033077,0.4122805981435,-3.2982296444642656,-1.9762160643903117,-3.5806357561606066,-0.7520266872614609,0.7560878806950055,-0.8667326706603131,0.11139885285546824,-0.7413847939935562,-1.7038384373115523,-0.6161001532392837,-2.8188984287805723,0.1538476602166413,-0.5220719044983598,-1.3974686677574844,0.3459503555133777,0.5903100094109955,0.849521986994124,-0.3687073891815943,2.58727145584531,1.2964897474266885,0.09304743329899215,-0.20110779528942632,-0.6763645030356056,-1.987756614186801,0.6032200954806132,-3.1143307049927356,118.85,0
28,-0.046008828712611895,0.5651101041598137,0.9618388324273973,-2.327644589736002,1.2776190132317218,-1.9175130723800702,-3.1011335446269768,0.1790209142295196,1.0688892755441985,0.6770186579765213,-1.684644500502949,1.849226876835185,-1.0683281711205714,-0.11517614029632472,0.2897671443565355,-0.8069220858097825,-1.0658349204434368,-0.9889591241812015,4.036673676286038,1.0387562896145033,-3.54897217089175,-0.7647077295879625,0.5241287629215092,6.528505989448817,0.21232614066789893,0.6112911472382442,-0.001188746072102731,-0.8853974134352275,-3.1638118023270017,124.53,0
29,-0.9100264465438659,-2.614216160702541,-1.3088438420029984,-4.073158546889994,0.9680227066762607,-4.598434658228122,0.29248262501671285,0.4997262729846501,-0.4718446211555048,-3.9216343834576004,0.8126756925877182,-1.6213914979670667,-0.05091773033921787,-0.3836473181001522,0.2775539701598618,0.32962553117474036,-3.79095683117926,1.5746649988467425,-0.38420461831982744,0.22303025758513412,0.7286927099950784,0.8377462255551519,4.327322528073742,3.5768780944635017,-0.4977451422811719,0.3949712816904657,0.7881913540906721,-0.25783642642638943,2.40808262838528,126.7,0
30,0.09852602490538785,-2.697248270547869,-0.6380301656523745,1.9092853587205925,-0.05650612465920803,-1.138615301327171,-1.4019277947397013,0.5030892533366624,-0.1271627962941314,0.9052271192759098,-0.42509932090994457,4.868933170610401,0.28235266397965253,3.584540266712707,0.2872679291207924,-0.037914678132769594,1.265400875814613,1.2982176350626569,3.4839444805742157,0.6289391096964736,-2.420518745994978,0.27509347694375413,-2.3933474375017045,6.364042380956617,-0.5017577611697203,-0.20044498267722502,-1.1420272402799831,0.1690859193615164,-0.5585558122522679,332.0,0
31,0.33243691115494084,-1.8323158171659406,-0.3613353866915454,-1.9238499489313634,1.6487859657299524,4.479207611102068,-2.5170588433304855,-2.036578298835343,0.7519042266531333,-0.1881804546194893,1.0183118912399858,-0.8723965308035203,-0.024367842495843037,0.4584465506080059,-0.9335752517003891,0.02810390390210318,-0.651864355183585,0.9136936031275892,0.22912948172451564,2.17920511190877,1.6093352529109406,0.05174334820897214,7.463255155186603,3.241146790886363,-0.13855741643097982,-1.056338866578845,0.6841396355957777,-0.6501095840232755,1.9088591298244042,26.23,0
32,0.7718030002741793,-2.362247655474371,0.956128605741,-1.6114462129023752,-1.03943096290067,1.7642417563672599,0.10111974282819403,1.6338702782782046,-0.5904269540597518,-0.0010104436843159093,1.9702589744241799,-0.691233604104544,-1.1338191937539535,-0.7359609738189069,0.7008290998250021,-0.7978868214958904,-2.4714398794057235,-1.0281220214373015,2.8024783733130443,0.22701573695590588,0.7386819941496499,-1.0206019727813198,1.8226641759600264,1.955658315103813,0.03998193423012464,-0.1582148108177082,1.1418674867097884,-2.427300430219892,-0.5018047972713414,13.53,0
33,2.199190148394691,-1.021132605917193,-0.5251447220182178,-1.0653642369504759,0.9706041766183706,4.066830080660135,1.0895354080121538,-0.8228192655243886,1.035946140314855,1.6480207032634682,0.3270355783946931,-1.052608666299285,0.9547830966950015,0.3444419277678218,0.8484396464540668,-0.3411035279167056,1.3471567031785456,-4.1570452905537705,4.152560330764359,0.6161612305147948,1.377783907276214,0.32984899026550274,-0.12799249924149153,3.343129752815447,-1.2908606065477966,0.13690999075339472,-0.20653661981334925,-2.9068345250542857,0.3439379741323123,22.65,0
34,-0.7139529121595534,-3.5310633556168036,-1.71374357412924,0.3640455545112674,-1.5920084571186501,-3.105625152418121,-2.0713593911794463,-1.9865271419775223,-0.7701191072317533,-1.0778237363675807,-0.034619254860005944,2.438057397061297,-0.46685541039991946,2.715991496285506,-0.3488519971912,1.0325617203605524,0.7768086694037046,1.5637010464838554,1.347425609986253,-0.3637845296098712,-1.1471082508433725,0.8326657578803607,-0.8101707590921938,4.698334910999064,0.4520053685824477,0.5451408795105409,-1.296959386061177,0.2907340472479793,-0.15519752765934103,148.92,0
35,0.37815593560696337,-1.3568787074025623,0.813616536451455,-1.2066051756850744,1.4544569567083374,7.6037545647166365,0.4811231910770218,2.1519825670043002,0.13895057305509406,-2.2784513659330785,2.952006901472981,-3.165932841715505,1.4365683517268375,0.4604154151597165,0.7154140412440437,0.2519636041280662,2.1882363959079396,1.1206392143091786,1.1114562902401752,-1.9072190710079198,2.7088580773802766,-0.5461833634418188,4.099909509166789,-0.8277514443786664,-1.3542929263269372,0.13622316237666343,0.9614914873352908,-0.40631727876761403,4.299921098082413,210.48,0
36,0.047579417152787795,2.2892767050590965,-0.4217690877659065,0.6947950845677265,0.4647952694439655,6.533596798165593,-2.824869225878644,0.38319038537732747,-1.7869890098107923,0.939535418024133,-1.8134606137052582,1.1060779591766887,-0.054424300371305634,-2.120336058232238,0.7789321805205109,-0.025733794839247516,1.1698368579835492,-2.421816107448441,-1.8910504745970809,-0.8205852958539446,-0.6616385524237499,-0.40013606330256013,5.321916971532914,-0.775089067808358,1.231694300434006,-0.9867736181735269,2.470459073854324,-1.6577152801566468,2.8855483922530474,61.33,0
37,-0.890831680130782,3.458038521429048,0.6940326109679394,1.6945634630479045,0.7462775936104097,6.035668032401413,-0.1068814784966432,0.21630541124831631,1.5273082241945979,0.8908528727474796,0.18548643675058096,-1.3906402063767709,-2.1060062013831335,-2.3645114104769203,-0.4821242843214694,0.2366469126728498,3.5112665747842193,-1.5630535973880644,-3.99930788065138,1.1941481480131266,-0.9760468606561692,0.11656565681533587,0.0005795968412639977,-8.333928082174152,0.900791174028302,-1.9483785067321513,2.3004146678504123,-4.367246888565099,2.039825546731975,25.82,0
38,-0.5120295142592802,1.3000946300327354,0.6906175221456182,-0.5854203853732547,0.6719877401364955,3.393290588695049,0.9027992546980751,1.9440482938018984,-0.009371558520764512,2.7817830100325893,-0.40463583630930644,-1.850076647071185,1.0895044595630559,-3.0814184159936824,-0.8935881248984164,-0.21620691778332585,-0.23747431794501883,-3.382581801609929,1.9799053066608696,0.25356822813784585,2.7958641124977364,0.3112075941727721,0.6267592140711927,-0.7201047007453671,-1.1655293895763117,0.5719956373926842,-2.4372191687642157,2.0532623597330835,-1.5784707994678016,23.94,0
39,0.39638172250933723,2.4535987735851137,-0.3040410991533166,-1.7115342018320532,-1.0299320803117926,1.2598973490682066,2.688892613742054,-1.229318020812504,0.07453400022224349,2.624769075787221,-0.9599626119636434,-0.5603331467420113,-0.9293245882416272,-0.387394907640946,0.21503581213723,-1.4239803338209671,-4.112311252243373,-2.7909195702709515,4.120124480664633,-0.777905724174565,2.0212335024061168,-0.20861723663787313,1.3177111024450536,6.712226952752316,-0.6688462928687765,-0.3819338631313979,-1.4328568120796308,4.626571416803107,-0.18275330599948825,153.07,0
40,1.1120606800331574,3.3596665886484676,-0.7099191329520645,-0.07336217265036671,-0.7203883588004716,3.533409555802554,-0.11470378607794751,-0.5142689715706409,0.4600453908835562,1.5052927549368404,-0.07081229808242895,-3.4575186228519046,1.0920554114388017,-3.9242171517827837,1.9757051012300741,-0.07481842035058532,0.7747261909118501,-6.293613803307691,-6.4730760091823525,-0.49244411241221675,-0.9977376773670178,0.8998294961329573,0.4031580755715702,-8.937540132184786,-0.5554003994423388,1.671354084093128,4.230669505539893,-10.021668837162187,1.8716600555680436,164.19,0
41,-0.6895973461199002,1.8912226054328967,1.0098758737907962,-2.496044442808965,0.7294538898178412,1.7622208660347516,1.752042689368539,-0.3608171821336399,0.25333076010661776,0.6857642355443232,-0.9258982153874581,-1.1755745935599595,0.4058739257025841,1.4914145403909158,-0.6270471672539608,-1.0299447237206136,-2.8021160986621716,-0.4037480905686003,3.6880720541844014,0.3266784983096997,1.9180112349624374,0.9145032173518324,3.847485377083646,5.860688099553584,1.113014661967468,-0.3260293165574689,1.4283690748633373,2.9074272739498337,-0.5498931055155579,140.18,0
42,1.089321356628154,-2.139426421506662,-0.20191360028107427,-1.513635914550528,-0.6174863110800096,-2.09771778911287,0.7052768128282959,-0.8121583635515687,-0.20081723454165015,-0.5039967449155044,0.35913939558721775,-0.5991523685110748,0.2214170617242611,0.2881551043809186,0.39395200899393523,-0.8630071380029918,-0.28174825403955905,0.3918103541723926,-1.7413450220294524,-0.6147369469659352,0.6566985702769575,1.7850297916134417,2.2153803599052093,0.3103535240091623,0.05155221743276316,1.1854805190416324,0.024955164402721608,-3.3954541427773637,1.6020658127341156,4.86,0
43,-0.6926402251008827,2.406045702476991,0.5442568500417417,1.746601770544712,1.6683111195645148,13.564193754244217,1.2087627089025608,-1.3974893403607938,-0.3586012152318079,4.149823650711597,0.32427517537413997,-1.7743209706225351,1.4896478422915818,0.8047216547113737,-0.23606982961503353,0.7422752332070148,5.468062269787711,-3.158319647901126,3.045804032621718,-1.6517349437259554,3.8679502210325976,-1.9986215252539388,2.106835779467709,0.009100398614616692,0.47850447415085934,-1.20137374351479,-1.4642619829957524,1.3805040411654403,2.451883330926237,102.86,0
44,-0.07774065283130008,-3.2821824618869697,1.285028827347658,-0.6554857987497086,0.649538639491568,1.3439534365285666,1.9205883253944944,-1.2026482651361439,0.8230113569242725,1.6759155150229823,-0.04245512684038266,0.2673242064582157,-1.6402155886257797,-0.08687046267017229,-0.8107383280214768,-0.2750134722550482,0.6919469922298044,-2.1877325961120317,1.7484876461962648,-0.9114341385878826,1.724755414080683,2.1526590903618907,1.8652841860592486,-1.5607035471854367,0.7774101157576864,-1.2774053886299175,2.8991244019811324,-7.822271980780028,-1.8675972198667696,89.0,0
45,-0.7553408197272258,1.3965537484519128,0.9334404081685476,-0.743473202974185,-0.6588028263717759,4.860100111396474,2.396471032449778,0.19499029209949587,0.6686385705110801,-0.3463759610181322,2.1190627809343896,-2.1379898614381365,-0.3227902013153876,-1.3502286606073688,-0.17248688417393548,-0.29932697329588437,-1.1415901535203834,1.004636255340356,1.5132421330026442,-0.06913356488805313,2.16391408332078,-0.8591039801903084,1.7220116529106781,-0.3932085500080646,0.4535798521453311,-0.7726846233740311,-0.9417046998273466,3.727457201218402,2.66403573463958,101.24,0
46,1.4416461833422005,-0.3684828421832974,-1.0712182230107092,1.7703026758606983,0.8915784566951168,-2.2155180231963185,2.018155717591521,-0.4217118518435028,0.18604771215121202,2.2185109993623695,-3.9103890957435548,5.457112127972601,-1.6227065707438688,-3.779627814980012,1.9164543210163532,0.9138266561455501,1.0187641720904081,-2.4276701954860695,-1.8234517558296233,0.20712127707087358,-1.8959819958609985,-1.5478404612786616,0.405798693975298,-3.3078242131879505,-1.7599519260721297,0.2886096512984931,1.4507041912799503,-6.198324151743629,1.083101808031573,179.57,0
47,0.7984613389778825,2.3665588584959814,-0.3381867169824685,0.013260920144104515,0.2651070945122431,4.502001587324738,-1.024796319798285,0.2811651428946169,1.4639007861743227,2.8418407554994265,-1.643053218849094,-1.4921316954384636,-0.5760251704766678,-4.89220963793871,0.5552941900136158,1.3253089972677385,2.678254948820929,-5.087614816904161,-4.851218604873794,1.9172595345040717,-0.09093038460741454,-0.09074675733912281,2.9132418532380817,-7.696800039011429,-0.46052342116131384,0.1812711595140552,1.6514976988542627,-7.885369037891212,0.9482367462004525,101.83,0
48,0.2930501888184419,-0.7602757787585641,1.3797352110865708,-2.4393366795625133,0.28474656055374403,-0.9802381891806353,1.787341730473461,-1.4629282073910133,-0.8172251639721504,-1.3014338172177147,1.382205707403199,-4.022793365035242,0.5338376997480403,-0.0513335197852437,-0.5640520417461797,-0.5647634388006485,-0.8685985725980583,-2.5228371618800574,2.4768453064662017,-1.3803483209774585,1.621220220056821,0.5069555354034934,-2.0631767986896854,-0.41252498936634796,-1.4497484508554535,-0.9763517510582618,1.17904352770522,-2.1400575241003352,-2.0535895890478932,156.47,0
